categories,place_name,place_name_link,thumbnail_image,url_y,review_count,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode,categories_all,reviews_combined,rev_cat_soup
Churches & Cathedrals,St. Dunstan's Church,https://www.tripadvisor.com/Attraction_Review-g186338-d2662555-Reviews-St_Dunstan_s_Church-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/6f/28/db/filename-img-0738-jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2662555-Reviews-St_Dunstan_s_Church-London_England.html,5,5.0,,,,"Stepney Green, London, England",,churches & cathedrals,, churches & cathedralsst. dunstan's church
Monuments & Statues,Emmeline and Christabel Pankhurst Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d12514903-Reviews-Emmeline_and_Christabel_Pankhurst_Memorial-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/fa/87/6e/emmeline-and-christabel.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12514903-Reviews-Emmeline_and_Christabel_Pankhurst_Memorial-London_England.html,6,4.0,,,,"Victoria Tower Gardens, London SW1P 3JA, England",SW1P 3JA,monuments & statues,, monuments & statuesemmeline and christabel pankhurst memorial
Monuments & Statues,11 September 2001 Memorial Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d10909635-Reviews-11_September_2001_Memorial_Gardens-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/43/9c/8d/11-september-2001-memorial.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10909635-Reviews-11_September_2001_Memorial_Gardens-London_England.html,5,4.5,,,,"Grosvenor Square, London, England",,monuments & statues,, monuments & statues11 september 2001 memorial gardens
Churches & Cathedrals,Church of St. Martin-within-Ludgate,https://www.tripadvisor.com/Attraction_Review-g186338-d6439099-Reviews-Church_of_St_Martin_within_Ludgate-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/05/c6/40/2e/church-of-st-martin-within.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d6439099-Reviews-Church_of_St_Martin_within_Ludgate-London_England.html,14,4.0,“christopher wren”,“sir”,“century”,"40 Ludgate Hill, London EC4M 7DE, England",EC4M 7DE,churches & cathedrals,christopher wren sir century,christopher wren sir century churches & cathedralschurch of st. martin-within-ludgate
Monuments & Statues,July 7 Memorial (London Bombing Memorial),https://www.tripadvisor.com/Attraction_Review-g186338-d12110161-Reviews-July_7_Memorial_London_Bombing_Memorial-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/6f/df/88/the-monument.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12110161-Reviews-July_7_Memorial_London_Bombing_Memorial-London_England.html,6,4.0,“hyde park”,“worth a stop”,“victims”,"Hyde Park | between Lover's Walk and Park Lane, close to Curzon Gate, London W2 2UH, England",W2 2UH,monuments & statues,hyde park worth a stop victims,hyde park worth a stop victims monuments & statuesjuly 7 memorial (london bombing memorial)
Architectural Buildings,Carlton House Terrace,https://www.tripadvisor.com/Attraction_Review-g186338-d519594-Reviews-Carlton_House_Terrace-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/a8/bf/d0/charlton-house-terrace.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d519594-Reviews-Carlton_House_Terrace-London_England.html,6,4.5,,,,"The Mall, London London W1, England",London W1,architectural buildings,, architectural buildingscarlton house terrace
Monuments & Statues,William Tyndale Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d10910715-Reviews-William_Tyndale_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/5f/6b/35/tyndale.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10910715-Reviews-William_Tyndale_Statue-London_England.html,7,4.0,,,,"Whitehall Court, London, England",,monuments & statues,, monuments & statueswilliam tyndale statue
Architectural Buildings,Bedford Square,https://www.tripadvisor.com/Attraction_Review-g186338-d10551374-Reviews-Bedford_Square-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/08/39/d4/18th-century-buildings.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10551374-Reviews-Bedford_Square-London_England.html,12,3.5,,,,"Bedford Square, London, England",,architectural buildings,, architectural buildingsbedford square
Points of Interest & Landmarks,Whitechapel Road,https://www.tripadvisor.com/Attraction_Review-g186338-d215637-Reviews-Whitechapel_Road-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/39/93/bb/filename-view-from-the.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d215637-Reviews-Whitechapel_Road-London_England.html,37,3.5,“brick lane”,“tube station”,“crossrail”,"London, England",,points of interest & landmarks,brick lane tube station crossrail,brick lane tube station crossrail points of interest & landmarkswhitechapel road
Neighborhoods,St. James' Square,https://www.tripadvisor.com/Attraction_Review-g186338-d10712062-Reviews-St_James_Square-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/78/9b/e8/st-james-square.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10712062-Reviews-St_James_Square-London_England.html,9,3.5,,,,"London SW1Y 4JU, England",SW1Y 4JU,neighborhoods,, neighborhoodsst. james' square
Monuments & Statues,Chindit Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d12514710-Reviews-Chindit_Memorial-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d12514710-Reviews-Chindit_Memorial-London_England.html,5,4.0,,,,"New Scotland Yard Victoria Embankment, London SW1A 2JL, England",SW1A 2JL,monuments & statues,, monuments & statueschindit memorial
Monuments & Statues,Newton Monument,https://www.tripadvisor.com/Attraction_Review-g186338-d10910691-Reviews-Newton_Monument-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/33/08/2b/newton.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10910691-Reviews-Newton_Monument-London_England.html,10,3.5,,,,"96 Euston Road, London NW1 2DB, England",NW1 2DB,monuments & statues,, monuments & statuesnewton monument
Monuments & Statues,Ronald Reagan Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d10594005-Reviews-Ronald_Reagan_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/40/f7/e9/ronald-reagan.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10594005-Reviews-Ronald_Reagan_Statue-London_England.html,8,4.0,,,,"Grosvenor Square | US Embassy, London, England",,monuments & statues,, monuments & statuesronald reagan statue
Points of Interest & Landmarks,Statue of George V,https://www.tripadvisor.com/Attraction_Review-g186338-d12453638-Reviews-Statue_of_George_V-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/50/9c/a0/photo0jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12453638-Reviews-Statue_of_George_V-London_England.html,9,3.5,,,,"Abingdon St, London, England",,points of interest & landmarks,, points of interest & landmarksstatue of george v
Arenas & Stadiums,Champion Hill,https://www.tripadvisor.com/Attraction_Review-g186338-d12944067-Reviews-Champion_Hill-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d12944067-Reviews-Champion_Hill-London_England.html,3,5.0,,,,"Edgar Kail Way, East Dulwich, London SE22 8BD, England",SE22 8BD,arenas & stadiums,, arenas & stadiumschampion hill
Historic Walking Areas,Cheyne Walk,https://www.tripadvisor.com/Attraction_Review-g186338-d215394-Reviews-Cheyne_Walk-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/04/51/3a/1d/cheyne-walk.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d215394-Reviews-Cheyne_Walk-London_England.html,9,4.0,,,,"London, England",,historic walking areas,, historic walking areascheyne walk
Architectural Buildings,L.C.C. Fire Brigade Station Euston 1902,https://www.tripadvisor.com/Attraction_Review-g186338-d7797436-Reviews-L_C_C_Fire_Brigade_Station_Euston_1902-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/07/87/b3/fe/lcc-fire-brigade-station.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7797436-Reviews-L_C_C_Fire_Brigade_Station_Euston_1902-London_England.html,6,4.0,,,,"Fire Station 172 Euston Road | Euston Square, London NW1 2DH, England",NW1 2DH,architectural buildings,, architectural buildingsl.c.c. fire brigade station euston 1902
Architectural Buildings,Central Saint Giles,https://www.tripadvisor.com/Attraction_Review-g186338-d2628394-Reviews-Central_Saint_Giles-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0c/39/71/e0/central-saint-giles.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2628394-Reviews-Central_Saint_Giles-London_England.html,16,3.5,,,,"1-13 St. Giles High Street, London WC2H 8AG, England",WC2H 8AG,architectural buildings,, architectural buildingscentral saint giles
Points of Interest & Landmarks,Prince Albert Equestrian Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d12646598-Reviews-Prince_Albert_Equestrian_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/de/d3/12/prince-albert-equestrian.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12646598-Reviews-Prince_Albert_Equestrian_Statue-London_England.html,6,4.0,,,,"| Holborn Circus, London EC1N 8AA, England",EC1N 8AA,points of interest & landmarks,, points of interest & landmarksprince albert equestrian statue
Churches & Cathedrals,St Ethelburga's,https://www.tripadvisor.com/Attraction_Review-g186338-d11741180-Reviews-St_Ethelburga_s-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/8e/20/2f/chiesa.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d11741180-Reviews-St_Ethelburga_s-London_England.html,4,4.5,,,,"78 Bishopsgate, London EC2N 4AG, England",EC2N 4AG,churches & cathedrals,, churches & cathedralsst ethelburga's
Points of Interest & Landmarks,Mare Street,https://www.tripadvisor.com/Attraction_Review-g186338-d7116296-Reviews-Mare_Street-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d7116296-Reviews-Mare_Street-London_England.html,5,4.5,,,,"182 Mare Street, London E8 3RE, England",E8 3RE,points of interest & landmarks,, points of interest & landmarksmare street
Historic Sites,St Andrew Holborn,https://www.tripadvisor.com/Attraction_Review-g186338-d12273227-Reviews-St_Andrew_Holborn-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/d2/89/78/st-andrew-holborn.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12273227-Reviews-St_Andrew_Holborn-London_England.html,5,4.0,,,,"5 St. Andrew Street, London EC4A 3AF, England",EC4A 3AF,historic sites,, historic sitesst andrew holborn
Churches & Cathedrals,Saint Saviour Pimlico,https://www.tripadvisor.com/Attraction_Review-g186338-d3635078-Reviews-Saint_Saviour_Pimlico-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/03/22/f8/d8/beautifully-restored.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3635078-Reviews-Saint_Saviour_Pimlico-London_England.html,5,4.5,,,,"Lupus Street, St George's Square, London SW1V 3QW, England",SW1V 3QW,churches & cathedrals,, churches & cathedralssaint saviour pimlico
Sacred & Religious Sites,West London Synagogue,https://www.tripadvisor.com/Attraction_Review-g186338-d8150858-Reviews-West_London_Synagogue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/08/02/67/06/getlstd-property-photo.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8150858-Reviews-West_London_Synagogue-London_England.html,3,5.0,,,,"33 Seymour Place, London W1H 5AU, England",W1H 5AU,sacred & religious sites,, sacred & religious siteswest london synagogue
Monuments & Statues,The Memorial to the Brigade of Gurkhas,https://www.tripadvisor.com/Attraction_Review-g186338-d10910724-Reviews-The_Memorial_to_the_Brigade_of_Gurkhas-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/32/58/42/brigade-of-gurkhas.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10910724-Reviews-The_Memorial_to_the_Brigade_of_Gurkhas-London_England.html,6,4.0,“horse guards”,“whitehall”,“tribute”,"1 Horse Guards Avenue, London SW1A 2HU, England",SW1A 2HU,monuments & statues,horse guards whitehall tribute,horse guards whitehall tribute monuments & statuesthe memorial to the brigade of gurkhas
Historic Sites,The Brunel Museum at Rotherhithe,https://www.tripadvisor.com/Attraction_Review-g186338-d13232026-Reviews-The_Brunel_Museum_at_Rotherhithe-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d13232026-Reviews-The_Brunel_Museum_at_Rotherhithe-London_England.html,5,4.0,,,,"Railway Avenue, Rotherhithe, London SE16 4LF, England",SE16 4LF,historic sites,, historic sitesthe brunel museum at rotherhithe
Points of Interest & Landmarks,Major General Sir Henry Havelock Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d10847254-Reviews-Major_General_Sir_Henry_Havelock_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/30/cb/05/havelock.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10847254-Reviews-Major_General_Sir_Henry_Havelock_Statue-London_England.html,9,4.0,,,,"Trafalgar Square, London, England",,points of interest & landmarks,, points of interest & landmarksmajor general sir henry havelock statue
Historic Sites,Fishmongers' Hall,https://www.tripadvisor.com/Attraction_Review-g186338-d10091010-Reviews-Fishmongers_Hall-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d10091010-Reviews-Fishmongers_Hall-London_England.html,3,5.0,,,,"Southern end of King William Street | Fishmongers Hall, London EC4R 9EL, England",EC4R 9EL,historic sites,, historic sitesfishmongers' hall
Points of Interest & Landmarks,Abbey Mills Pumping Station,https://www.tripadvisor.com/Attraction_Review-g186338-d7139725-Reviews-Abbey_Mills_Pumping_Station-London_England.html,https://media-cdn.tripadvisor.com/media/photo-o/06/b5/d3/4a/abbey-mills-pumping-station.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7139725-Reviews-Abbey_Mills_Pumping_Station-London_England.html,6,4.5,,,,"Abbey Lane, London E15 2RW, England",E15 2RW,points of interest & landmarks,, points of interest & landmarksabbey mills pumping station
Monuments & Statues,Oliver Cromwell Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d12450964-Reviews-Oliver_Cromwell_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/73/b8/1a/oliver-cromwell-statue.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12450964-Reviews-Oliver_Cromwell_Statue-London_England.html,6,4.0,,,,"Palace of Westminster, Westminster, London SW1P 3JX, England",SW1P 3JX,monuments & statues,, monuments & statuesoliver cromwell statue
Fountains,Joy of Life Fountain,https://www.tripadvisor.com/Attraction_Review-g186338-d10906771-Reviews-Joy_of_Life_Fountain-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d10906771-Reviews-Joy_of_Life_Fountain-London_England.html,5,4.0,,,,"Aldford Street North Gate | Hyde Park, London, England",,fountains,, fountainsjoy of life fountain
Monuments & Statues,Bernard Montgomery Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d10910710-Reviews-Bernard_Montgomery_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/32/5e/e9/montgomery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10910710-Reviews-Bernard_Montgomery_Statue-London_England.html,7,4.0,“field”,“whitehall”,“tribute”,"London, England",,monuments & statues,field whitehall tribute,field whitehall tribute monuments & statuesbernard montgomery statue
Points of Interest & Landmarks,Graffiti in Shoreditch,https://www.tripadvisor.com/Attraction_Review-g186338-d12850728-Reviews-Graffiti_in_Shoreditch-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/7f/13/69/photo0jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12850728-Reviews-Graffiti_in_Shoreditch-London_England.html,3,4.5,,,,"| Shoreditch, London, England",,points of interest & landmarks,, points of interest & landmarksgraffiti in shoreditch
Points of Interest & Landmarks,College of Arms,https://www.tripadvisor.com/Attraction_Review-g186338-d7805324-Reviews-College_of_Arms-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/34/bf/83/undress-uniform-of-a.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7805324-Reviews-College_of_Arms-London_England.html,11,3.5,“st george's chapel”,“family history”,“on display”,"130 Queen Victoria Street, London EC4V 4BT, England",EC4V 4BT,points of interest & landmarks,st george's chapel family history on display,st george's chapel family history on display points of interest & landmarkscollege of arms
Points of Interest & Landmarks,The Church Of The Holy Cross,https://www.tripadvisor.com/Attraction_Review-g186338-d12031813-Reviews-The_Church_Of_The_Holy_Cross-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/5f/7d/18/photo0jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12031813-Reviews-The_Church_Of_The_Holy_Cross-London_England.html,4,4.5,,,,"Cromer Street, London WC1H 8JU, England",WC1H 8JU,points of interest & landmarks,, points of interest & landmarksthe church of the holy cross
Churches & Cathedrals,St Mark's Regent Park,https://www.tripadvisor.com/Attraction_Review-g186338-d8705483-Reviews-St_Mark_s_Regent_Park-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/09/4c/65/3d/st-mark-s-regent-park.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8705483-Reviews-St_Mark_s_Regent_Park-London_England.html,4,4.5,,,,"Prince Albert Road | St Mark’s Square, London NW1 7TN, England",NW1 7TN,churches & cathedrals,, churches & cathedralsst mark's regent park
Historic Sites,Downing Street,https://www.tripadvisor.com/Attraction_Review-g186338-d211787-Reviews-Downing_Street-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/35/4a/8a/downing-street.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211787-Reviews-Downing_Street-London_England.html,765,3.0,,,,"Downing Street, London SW1A 2AL, England",SW1A 2AL,historic sites,, historic sitesdowning street
Points of Interest & Landmarks,StolenSpace Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d6353065-Reviews-StolenSpace_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d6353065-Reviews-StolenSpace_Gallery-London_England.html,4,4.5,,,,"17 Osborn Street, London E1 6TD, England",E1 6TD,points of interest & landmarks,, points of interest & landmarksstolenspace gallery
Points of Interest & Landmarks,Golden Square,https://www.tripadvisor.com/Attraction_Review-g186338-d11639385-Reviews-Golden_Square-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/6c/b8/d9/golden-square.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d11639385-Reviews-Golden_Square-London_England.html,7,3.5,,,,"| East of Regent Street and north of Piccadilly Circus, London W1R 3AD, England",W1R 3AD,points of interest & landmarks,, points of interest & landmarksgolden square
Monuments & Statues,Marc Bolan's Rock Shrine,https://www.tripadvisor.com/Attraction_Review-g186338-d9872364-Reviews-Marc_Bolan_s_Rock_Shrine-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/7a/ae/32/marc-bolan-s-rock-shrine.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d9872364-Reviews-Marc_Bolan_s_Rock_Shrine-London_England.html,7,4.0,,,,"10 Gipsy Lane | Off the B306, London SW15 5RG, England",SW15 5RG,monuments & statues,, monuments & statuesmarc bolan's rock shrine
Monuments & Statues,St. Olaf Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d9974736-Reviews-St_Olaf_Statue-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d9974736-Reviews-St_Olaf_Statue-London_England.html,4,4.5,,,,"Cockspur Street | Norway House, London, England",,monuments & statues,, monuments & statuesst. olaf statue
Monuments & Statues,Noor Inayat Khan Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d12334080-Reviews-Noor_Inayat_Khan_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0f/06/cb/26/the-wonderful-bust.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12334080-Reviews-Noor_Inayat_Khan_Statue-London_England.html,3,4.5,“dachau concentration camp”,“gordon square”,“gestapo”,"Gordon Square Gardens, London WC1H 0PD, England",WC1H 0PD,monuments & statues,dachau concentration camp gordon square gestapo,dachau concentration camp gordon square gestapo monuments & statuesnoor inayat khan statue
Architectural Buildings,Millbank Tower,https://www.tripadvisor.com/Attraction_Review-g186338-d3548499-Reviews-Millbank_Tower-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/61/6c/c3/photo0jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3548499-Reviews-Millbank_Tower-London_England.html,49,3.5,“afternoon tea”,“birthday present”,“altitude”,"21-24 Millbank, London, England",,architectural buildings,afternoon tea birthday present altitude,afternoon tea birthday present altitude architectural buildingsmillbank tower
Architectural Buildings,Trades Union Congress Building,https://www.tripadvisor.com/Attraction_Review-g186338-d3334525-Reviews-Trades_Union_Congress_Building-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/5d/47/6d/trades-union-congress.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3334525-Reviews-Trades_Union_Congress_Building-London_England.html,5,4.0,,,,"Great Russell Street, London WC1B 3LS, England",WC1B 3LS,architectural buildings,, architectural buildingstrades union congress building
Points of Interest & Landmarks,John Snow Saloon,https://www.tripadvisor.com/Attraction_Review-g186338-d5561735-Reviews-John_Snow_Saloon-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/06/1b/cf/76/john-snow-saloon.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d5561735-Reviews-John_Snow_Saloon-London_England.html,11,3.5,,,,"Broadwick Street, W1, London W1, England",W1,points of interest & landmarks,, points of interest & landmarksjohn snow saloon
Historic Sites,Charlie Chaplin' House,https://www.tripadvisor.com/Attraction_Review-g186338-d10543473-Reviews-Charlie_Chaplin_House-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/ec/83/ff/casa-de-charlie-chaplin.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10543473-Reviews-Charlie_Chaplin_House-London_England.html,3,4.5,,,,"39 Methley Street, London SE11 4AL, England",SE11 4AL,historic sites,, historic sitescharlie chaplin' house
Points of Interest & Landmarks,Elfin Oak,https://www.tripadvisor.com/Attraction_Review-g186338-d10594296-Reviews-Elfin_Oak-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/16/a9/ba/photo0jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10594296-Reviews-Elfin_Oak-London_England.html,3,4.5,,,,"| Kensington Gardens, London, England",,points of interest & landmarks,, points of interest & landmarkselfin oak
Monuments & Statues,George Washington Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d13896178-Reviews-George_Washington_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/75/bc/89/george-washington-trafalgar.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d13896178-Reviews-George_Washington_Statue-London_England.html,3,4.5,,,,"| Trafalgar Square, London WC2N 5DN, England",WC2N 5DN,monuments & statues,, monuments & statuesgeorge washington statue
Civic Centers,Emmanuel Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d11707825-Reviews-Emmanuel_Centre-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/ca/8d/99/photo9jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d11707825-Reviews-Emmanuel_Centre-London_England.html,3,4.5,,,,"9-23 Marsham Street | Westminster, London SW1P 3DW, England",SW1P 3DW,civic centers,, civic centersemmanuel centre
Architectural Buildings,Maughan Library,https://www.tripadvisor.com/Attraction_Review-g186338-d7904785-Reviews-Maughan_Library-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/07/a3/76/da/maughan-library.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7904785-Reviews-Maughan_Library-London_England.html,6,4.0,,,,"Chancery Lane | King's College, London WC2R 2LS, England",WC2R 2LS,architectural buildings,, architectural buildingsmaughan library
Neighborhoods,Kilburn,https://www.tripadvisor.com/Attraction_Review-g186338-d187999-Reviews-Kilburn-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/39/50/d5/st-mary-with-all-souls.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187999-Reviews-Kilburn-London_England.html,14,3.5,,,,"London, England",,neighborhoods,, neighborhoodskilburn
Cemeteries,Hammersmith Cemetery,https://www.tripadvisor.com/Attraction_Review-g186338-d6580045-Reviews-Hammersmith_Cemetery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/05/cb/0d/9f/hammersmith-cemetery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d6580045-Reviews-Hammersmith_Cemetery-London_England.html,7,3.5,,,,"Margravine Gardens, London W6 8RL, England",W6 8RL,cemeteries,, cemeterieshammersmith cemetery
Monuments & Statues,King William IV statue,https://www.tripadvisor.com/Attraction_Review-g186338-d12213499-Reviews-King_William_IV_statue-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d12213499-Reviews-King_William_IV_statue-London_England.html,4,4.0,,,,"| Entrance to Greenwich Park, London SE10 9JH, England",SE10 9JH,monuments & statues,, monuments & statuesking william iv statue
Historic Sites,Charter House,https://www.tripadvisor.com/Attraction_Review-g186338-d12978826-Reviews-Charter_House-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/9d/5a/d1/charter-house.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12978826-Reviews-Charter_House-London_England.html,3,4.5,,,,"The Charterhouse Charterhouse Square, London EC1M 6AS, England",EC1M 6AS,historic sites,, historic sitescharter house
Architectural Buildings,Trinity Hospital,https://www.tripadvisor.com/Attraction_Review-g186338-d8682954-Reviews-Trinity_Hospital-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/09/27/88/55/trinity-hospital.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8682954-Reviews-Trinity_Hospital-London_England.html,4,4.5,,,,"Trinity Hospital Old Woolwich Road, London SE10 9AS, England",SE10 9AS,architectural buildings,, architectural buildingstrinity hospital
Churches & Cathedrals,St John the Baptist,https://www.tripadvisor.com/Attraction_Review-g186338-d13915398-Reviews-St_John_the_Baptist-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/7b/8d/b8/the-altar-of-repose-onmaundy.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d13915398-Reviews-St_John_the_Baptist-London_England.html,2,5.0,,,,"Holland Road, London W14 8AH, England",W14 8AH,churches & cathedrals,, churches & cathedralsst john the baptist
Points of Interest & Landmarks,Dunamis,https://www.tripadvisor.com/Attraction_Review-g186338-d13847003-Reviews-Dunamis-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d13847003-Reviews-Dunamis-London_England.html,2,5.0,,,,"30 Park Lane, London W1K 1BE, England",W1K 1BE,points of interest & landmarks,, points of interest & landmarksdunamis
Bridges,Archway Bridge,https://www.tripadvisor.com/Attraction_Review-g186338-d11822087-Reviews-Archway_Bridge-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d11822087-Reviews-Archway_Bridge-London_England.html,6,4.0,,,,"Hornsey Lane, London N6 5LQ, England",N6 5LQ,bridges,, bridgesarchway bridge
Monuments & Statues,Westminster Scholars War Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d12799701-Reviews-Westminster_Scholars_War_Memorial-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/4c/14/47/pamieci-poleglych-uczniow.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12799701-Reviews-Westminster_Scholars_War_Memorial-London_England.html,3,4.5,,,,"The Conference Centre Broad Sanctuary | near Westminster Abbey in Broad Sanctuary, London SW1P 3EE, England",SW1P 3EE,monuments & statues,, monuments & statueswestminster scholars war memorial
