categories,place_name,place_name_link,review_count_x,review_count_link,thumbnail_image,thumbnail_image_alt,thumbnail_image_link,url_x,url_y,review_count_y,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode
Points of Interest & Landmarks,Golborne Road,https://www.tripadvisor.com/Attraction_Review-g186338-d259808-Reviews-Golborne_Road-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d259808-Reviews-Golborne_Road-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d259808-Reviews-Golborne_Road-London_England.html,4,4.5,,,,"Golborne Road, London, England","London,"
Neighborhoods,Hoxton Square,https://www.tripadvisor.com/Attraction_Review-g186338-d188956-Reviews-Hoxton_Square-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d188956-Reviews-Hoxton_Square-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d188956-Reviews-Hoxton_Square-London_England.html,4,4.5,,,,"London, England","London,"
Monuments & Statues,John F. Kennedy Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d12176330-Reviews-John_F_Kennedy_Memorial-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d12176330-Reviews-John_F_Kennedy_Memorial-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0e/90/13/67/john-f-kennedy-memorial.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d12176330-Reviews-John_F_Kennedy_Memorial-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12176330-Reviews-John_F_Kennedy_Memorial-London_England.html,4,4.0,,,,"Marylebone Road, London, England","London,"
Monuments & Statues,Christopher Columbus Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d10910705-Reviews-Christopher_Columbus_Statue-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10910705-Reviews-Christopher_Columbus_Statue-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/11/03/77/01/statue.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10910705-Reviews-Christopher_Columbus_Statue-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10910705-Reviews-Christopher_Columbus_Statue-London_England.html,4,4.0,,,,"Belgrave Square Garden, London SW1X, England","London SW1X,"
Points of Interest & Landmarks,Westbourne Grove,https://www.tripadvisor.com/Attraction_Review-g186338-d189018-Reviews-Westbourne_Grove-London_England.html,10 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d189018-Reviews-Westbourne_Grove-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/07/04/8d/b1/turkish-resturant.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d189018-Reviews-Westbourne_Grove-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d189018-Reviews-Westbourne_Grove-London_England.html,10,3.5,,,,"Westbourne Grove, London, England","London,"
Monuments & Statues,Jose de San Martin Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d10910690-Reviews-Jose_de_San_Martin_Statue-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10910690-Reviews-Jose_de_San_Martin_Statue-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0e/98/7c/46/jose-de-san-martin-statue.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10910690-Reviews-Jose_de_San_Martin_Statue-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10910690-Reviews-Jose_de_San_Martin_Statue-London_England.html,3,4.0,,,,"Belgrave Square Garden, London, England","London,"
Monuments & Statues,Henry Bartle Frere Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d10910836-Reviews-Henry_Bartle_Frere_Statue-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10910836-Reviews-Henry_Bartle_Frere_Statue-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/12/44/72/03/caption.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10910836-Reviews-Henry_Bartle_Frere_Statue-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10910836-Reviews-Henry_Bartle_Frere_Statue-London_England.html,3,4.0,,,,"| Victoria Embankment Gardens, London, England","London,"
Sacred & Religious Sites,Jamme Masjid Brick Lane Mosque,https://www.tripadvisor.com/Attraction_Review-g186338-d12027212-Reviews-Jamme_Masjid_Brick_Lane_Mosque-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d12027212-Reviews-Jamme_Masjid_Brick_Lane_Mosque-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0e/3a/fb/3f/insegna-all-ingresso.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d12027212-Reviews-Jamme_Masjid_Brick_Lane_Mosque-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12027212-Reviews-Jamme_Masjid_Brick_Lane_Mosque-London_England.html,4,4.0,,,,"59 Brick Lane, London E1 6QL, England","London E1 6QL,"
Churches & Cathedrals,Church of Christ the King,https://www.tripadvisor.com/Attraction_Review-g186338-d9758149-Reviews-Church_of_Christ_the_King-London_England.html,5 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d9758149-Reviews-Church_of_Christ_the_King-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/10/d5/1e/4f/the-church-of-christ.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d9758149-Reviews-Church_of_Christ_the_King-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d9758149-Reviews-Church_of_Christ_the_King-London_England.html,5,4.0,,,,"| Gordon Square, London WC1H 0AG, England","London WC1H 0AG,"
Churches & Cathedrals,Grosvenor Chapel,https://www.tripadvisor.com/Attraction_Review-g186338-d11961750-Reviews-Grosvenor_Chapel-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d11961750-Reviews-Grosvenor_Chapel-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0e/2e/ca/24/exterior-of-grosvner.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d11961750-Reviews-Grosvenor_Chapel-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d11961750-Reviews-Grosvenor_Chapel-London_England.html,2,4.5,,,,"24 South Audley Street, London W1K 2PA, England","London W1K 2PA,"
Civic Centers,The Camden Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d10317920-Reviews-The_Camden_Centre-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10317920-Reviews-The_Camden_Centre-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0f/8e/de/24/variety-of-items-selling.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10317920-Reviews-The_Camden_Centre-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10317920-Reviews-The_Camden_Centre-London_England.html,4,4.0,,,,"Town Hall Judd Street, London WC1H 9JE, England","London WC1H 9JE,"
Ancient Ruins,Charnel House,https://www.tripadvisor.com/Attraction_Review-g186338-d7695122-Reviews-Charnel_House-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7695122-Reviews-Charnel_House-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/0a/4b/84/70/photo2jpg.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d7695122-Reviews-Charnel_House-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7695122-Reviews-Charnel_House-London_England.html,4,4.0,,,,"Bishops Square | Spitalfields, London, England","London,"
Bridges,Fan Bridge,https://www.tripadvisor.com/Attraction_Review-g186338-d12699799-Reviews-Fan_Bridge-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d12699799-Reviews-Fan_Bridge-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/10/11/85/36/5-fingers.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d12699799-Reviews-Fan_Bridge-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12699799-Reviews-Fan_Bridge-London_England.html,2,4.5,,,,"| Paddington Basin, Merchant Square, London W2 1AZ, England","London W2 1AZ,"
Points of Interest & Landmarks,Plaque Giuseppe Mazzini,https://www.tripadvisor.com/Attraction_Review-g186338-d10084611-Reviews-Plaque_Giuseppe_Mazzini-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10084611-Reviews-Plaque_Giuseppe_Mazzini-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/0a/b3/7b/5b/from-the-other-side-of.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10084611-Reviews-Plaque_Giuseppe_Mazzini-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10084611-Reviews-Plaque_Giuseppe_Mazzini-London_England.html,2,4.5,,,,"10 Laystall Street, London EC1R 4PA, England","London EC1R 4PA,"
Monuments & Statues,Fleet Air Arm Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d12514738-Reviews-Fleet_Air_Arm_Memorial-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d12514738-Reviews-Fleet_Air_Arm_Memorial-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12514738-Reviews-Fleet_Air_Arm_Memorial-London_England.html,2,4.5,,,,"Victoria Embankment Gardens, London SW1A 2HR, England","London SW1A 2HR,"
Architectural Buildings,St. Mary-At-Finchley,https://www.tripadvisor.com/Attraction_Review-g186338-d11979893-Reviews-St_Mary_At_Finchley-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d11979893-Reviews-St_Mary_At_Finchley-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0f/0e/65/d7/st-mary-at-finchley-church.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d11979893-Reviews-St_Mary_At_Finchley-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d11979893-Reviews-St_Mary_At_Finchley-London_England.html,2,4.5,,,,"Parish Office 26 Hendon Lane, London N3 1TR, England","London N3 1TR,"
Points of Interest & Landmarks,Warren Street Maze,https://www.tripadvisor.com/Attraction_Review-g186338-d12325764-Reviews-Warren_Street_Maze-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d12325764-Reviews-Warren_Street_Maze-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d12325764-Reviews-Warren_Street_Maze-London_England.html,2,4.5,,,,"Tottenham Court Road/ Euston Road | Red and Black Maze on the Station Floor., London NW1 3AA, England","London NW1 3AA,"
Sacred & Religious Sites,St John at Hackney Church,https://www.tripadvisor.com/Attraction_Review-g186338-d11918614-Reviews-St_John_at_Hackney_Church-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d11918614-Reviews-St_John_at_Hackney_Church-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa570-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d11918614-Reviews-St_John_at_Hackney_Church-London_England.html,2,4.5,,,,"St. John At Hackney Church Lower Clapton Road, London E5 0PD, England","London E5 0PD,"
Churches & Cathedrals,St Nicholas Cole Abbey,https://www.tripadvisor.com/Attraction_Review-g186338-d10233269-Reviews-St_Nicholas_Cole_Abbey-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10233269-Reviews-St_Nicholas_Cole_Abbey-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/0b/0c/73/2e/st-nicholas-cole-abbey.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10233269-Reviews-St_Nicholas_Cole_Abbey-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10233269-Reviews-St_Nicholas_Cole_Abbey-London_England.html,3,4.0,,,,"114 Queen Victoria Street, London EC4V 4BJ, England","London EC4V 4BJ,"
Points of Interest & Landmarks,Annely Juda Fine Art,https://www.tripadvisor.com/Attraction_Review-g186338-d7200405-Reviews-Annely_Juda_Fine_Art-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7200405-Reviews-Annely_Juda_Fine_Art-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/12/79/01/f6/yuko-shiraishi.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d7200405-Reviews-Annely_Juda_Fine_Art-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7200405-Reviews-Annely_Juda_Fine_Art-London_England.html,2,4.5,,,,"4th Floor 23 Dering Street | 23 Dering Street, London W1S 1AW, England","London W1S 1AW,"
Monuments & Statues,Statue of General Sir James Outram,https://www.tripadvisor.com/Attraction_Review-g186338-d10910712-Reviews-Statue_of_General_Sir_James_Outram-London_England.html,5 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10910712-Reviews-Statue_of_General_Sir_James_Outram-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10910712-Reviews-Statue_of_General_Sir_James_Outram-London_England.html,5,3.5,,,,"Northumberland Avenue | Whitehall Gardens, London WC2N 6PB, England","London WC2N 6PB,"
Points of Interest & Landmarks,St Peter's Barge,https://www.tripadvisor.com/Attraction_Review-g186338-d7383760-Reviews-St_Peter_s_Barge-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7383760-Reviews-St_Peter_s_Barge-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0c/76/88/b3/eglise-flottante.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d7383760-Reviews-St_Peter_s_Barge-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7383760-Reviews-St_Peter_s_Barge-London_England.html,3,4.5,,,,"West India House West India Dock Road | Canary Wharf, London E14 8HB, England","London E14 8HB,"
Monuments & Statues,Adm Of Fleet Earl Mountbatten Of Burma Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d9852026-Reviews-Adm_Of_Fleet_Earl_Mountbatten_Of_Burma_Statue-London_England.html,10 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d9852026-Reviews-Adm_Of_Fleet_Earl_Mountbatten_Of_Burma_Statue-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/0a/59/c6/75/earl-mountbatten-of-burma.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d9852026-Reviews-Adm_Of_Fleet_Earl_Mountbatten_Of_Burma_Statue-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d9852026-Reviews-Adm_Of_Fleet_Earl_Mountbatten_Of_Burma_Statue-London_England.html,10,3.5,,,,"1 Horse Guards Road | Foreign Office Green, London SW1A 2HQ, England","London SW1A 2HQ,"
Points of Interest & Landmarks,Hahn/Cock Sculpture,https://www.tripadvisor.com/Attraction_Review-g186338-d6165327-Reviews-Hahn_Cock_Sculpture-London_England.html,32 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6165327-Reviews-Hahn_Cock_Sculpture-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/05/5b/bf/f0/cock-sculpture.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6165327-Reviews-Hahn_Cock_Sculpture-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6165327-Reviews-Hahn_Cock_Sculpture-London_England.html,32,3.0,,,,"Trafalgar Square, London, England","London,"
Churches & Cathedrals,Holy Trinity Church,https://www.tripadvisor.com/Attraction_Review-g186338-d10763263-Reviews-Holy_Trinity_Church-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10763263-Reviews-Holy_Trinity_Church-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0d/02/1e/f2/more-magnificent-from.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10763263-Reviews-Holy_Trinity_Church-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10763263-Reviews-Holy_Trinity_Church-London_England.html,2,4.5,,,,"162 Castelnau, London SW13 9ET, England","London SW13 9ET,"
Neighborhoods,Old Kensington,https://www.tripadvisor.com/Attraction_Review-g186338-d187721-Reviews-Old_Kensington-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d187721-Reviews-Old_Kensington-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0d/9b/99/77/caption.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d187721-Reviews-Old_Kensington-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d187721-Reviews-Old_Kensington-London_England.html,3,4.0,,,,"London, England","London,"
Points of Interest & Landmarks,Visions of the Universe exhibition,https://www.tripadvisor.com/Attraction_Review-g186338-d4699027-Reviews-Visions_of_the_Universe_exhibition-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d4699027-Reviews-Visions_of_the_Universe_exhibition-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d4699027-Reviews-Visions_of_the_Universe_exhibition-London_England.html,2,5.0,,,,"National Maritime Museum, London, England","London,"
Sacred & Religious Sites,Russian Patriarchal Orthodox cathedral,https://www.tripadvisor.com/Attraction_Review-g186338-d8280731-Reviews-Russian_Patriarchal_Orthodox_cathedral-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d8280731-Reviews-Russian_Patriarchal_Orthodox_cathedral-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/08/0e/75/81/getlstd-property-photo.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d8280731-Reviews-Russian_Patriarchal_Orthodox_cathedral-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d8280731-Reviews-Russian_Patriarchal_Orthodox_cathedral-London_England.html,2,4.5,,,,"57 Harvard Road, London W4 4ED, England","London W4 4ED,"
Churches & Cathedrals,St. Dominic's Priory Church,https://www.tripadvisor.com/Attraction_Review-g186338-d7944392-Reviews-St_Dominic_s_Priory_Church-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7944392-Reviews-St_Dominic_s_Priory_Church-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/07/b7/3d/03/catholic.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d7944392-Reviews-St_Dominic_s_Priory_Church-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7944392-Reviews-St_Dominic_s_Priory_Church-London_England.html,3,4.0,,,,"Southampton Road, London NW5 4LB, England","London NW5 4LB,"
Churches & Cathedrals,St Andrews Undershaft,https://www.tripadvisor.com/Attraction_Review-g186338-d10228039-Reviews-St_Andrews_Undershaft-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10228039-Reviews-St_Andrews_Undershaft-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/0b/08/a4/5a/st-andrews-undershaft.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10228039-Reviews-St_Andrews_Undershaft-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10228039-Reviews-St_Andrews_Undershaft-London_England.html,2,4.5,,,,"St Mary Axe, London EC3 8BN, England","London EC3 8BN,"
Points of Interest & Landmarks,The Barnes Trail,https://www.tripadvisor.com/Attraction_Review-g186338-d6554951-Reviews-The_Barnes_Trail-London_England.html,4 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6554951-Reviews-The_Barnes_Trail-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-o/08/76/22/b8/fresh-cafe.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6554951-Reviews-The_Barnes_Trail-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6554951-Reviews-The_Barnes_Trail-London_England.html,4,4.0,,,,"70 Barnes High Street, London SW13 9LD, England","London SW13 9LD,"
Points of Interest & Landmarks,GRAD,https://www.tripadvisor.com/Attraction_Review-g186338-d6959556-Reviews-GRAD-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6959556-Reviews-GRAD-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/57/fd/89/grad.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6959556-Reviews-GRAD-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6959556-Reviews-GRAD-London_England.html,2,4.5,,,,"3-4A Little Portland Street, London W1W 7JB, England","London W1W 7JB,"
Monuments & Statues,James Abbott McNeill Whistler Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d5969440-Reviews-James_Abbott_McNeill_Whistler_Statue-London_England.html,3 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d5969440-Reviews-James_Abbott_McNeill_Whistler_Statue-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d5969440-Reviews-James_Abbott_McNeill_Whistler_Statue-London_England.html,3,4.5,,,,"Cheyne Walk, London, England","London,"
Points of Interest & Landmarks,Old Town Hall Stratford,https://www.tripadvisor.com/Attraction_Review-g186338-d9870379-Reviews-Old_Town_Hall_Stratford-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d9870379-Reviews-Old_Town_Hall_Stratford-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0b/bb/f9/43/the-banqueting-room.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d9870379-Reviews-Old_Town_Hall_Stratford-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d9870379-Reviews-Old_Town_Hall_Stratford-London_England.html,2,4.5,,,,"The Old Town Hall 29 Broadway | Stratford, London E15 4BQ, England","London E15 4BQ,"
Historic Sites,Montagu Square,https://www.tripadvisor.com/Attraction_Review-g186338-d190104-Reviews-Montagu_Square-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d190104-Reviews-Montagu_Square-London_England.html#REVIEWS,,,,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d190104-Reviews-Montagu_Square-London_England.html,2,4.5,,,,"London, England","London,"
Historic Sites,Joseph Brodsky Memorial Plaque,https://www.tripadvisor.com/Attraction_Review-g186338-d8591824-Reviews-Joseph_Brodsky_Memorial_Plaque-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d8591824-Reviews-Joseph_Brodsky_Memorial_Plaque-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/09/d2/97/14/joseph-brodsky-memorial.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d8591824-Reviews-Joseph_Brodsky_Memorial_Plaque-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d8591824-Reviews-Joseph_Brodsky_Memorial_Plaque-London_England.html,2,4.5,,,,"Gardens 20 Hampstead Hill Gardens, London NW3 2PL, England","London NW3 2PL,"
Churches & Cathedrals,St. Anne's Lutheran Church,https://www.tripadvisor.com/Attraction_Review-g186338-d7390125-Reviews-St_Anne_s_Lutheran_Church-London_England.html,2 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7390125-Reviews-St_Anne_s_Lutheran_Church-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/07/39/7c/b8/st-anne-s-lutheran-church.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d7390125-Reviews-St_Anne_s_Lutheran_Church-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa600-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7390125-Reviews-St_Anne_s_Lutheran_Church-London_England.html,2,4.5,,,,"Lovat Lane | Just behind The Monument, off Eastcheap., London EC3R 8EE, England","London EC3R 8EE,"
