name,name_link,review_count_link,cuisines_block_x,cuisines_categories,cuisines_categories_link,reviews,url_y,rating,cuisines_block,price_group,review_count,review_talk_1,review_talk_2,review_talk_3,address,postcode,thumbnail,thumbnail_alt_x,thumbnail_alt_y,categories,reviews_combined,rev_cat_soup
Olde Goa,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3599696-Reviews-Olde_Goa-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3599696-Reviews-Olde_Goa-London_England.html#REVIEWS,££ - £££ Indian Seafood Asian Portuguese Vegetarian Friendly Vegan Options Gluten Free Options,Indian; Seafood; Asian; Portuguese; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c24-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c33-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10680-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Absolute gem of a restaurant.; Superb. The most authentic regional Indian...,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3599696-Reviews-Olde_Goa-London_England.html,5.0,"Indian, Seafood, Asian, Portuguese, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,197,“goan food”,“prawn curry”,“crab cakes”,"1336 London Road | Norbury, London SW16 4DG, England",SW16 4DG,https://media-cdn.tripadvisor.com/media/photo-w/06/ce/3b/b5/crab-and-fish-cake.jpg,,,indian seafood asian portuguese vegetarianfriendly veganoptions glutenfreeoptions,Absolute gem of a restaurant Superb The most authentic regional Indian goan food prawn curry crab cakes,Absolute gem of a restaurant Superb The most authentic regional Indian goan food prawn curry crab cakes indian seafood asian portuguese vegetarianfriendly veganoptions glutenfreeoptions
Sunday Champagne Brunch at The Landmark London,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3869685-Reviews-Sunday_Champagne_Brunch_at_The_Landmark_London-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3869685-Reviews-Sunday_Champagne_Brunch_at_The_Landmark_London-London_England.html#REVIEWS,££££ European British Vegetarian Friendly Gluten Free Options,European; British; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,CLASSY AND MONEY WELL SPENT!; Amazing food and always a full glass,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3869685-Reviews-Sunday_Champagne_Brunch_at_The_Landmark_London-London_England.html,5.0,"European, British, Vegetarian Friendly, Gluten Free Options",$$$$,208,“sushi”,“gravlax”,“roast beef”,"222 Marylebone Road | The Landmark London, London NW1 6JQ, England",NW1 6JQ,https://media-cdn.tripadvisor.com/media/photo-w/11/dd/39/00/20180121-120838-largejpg.jpg,,,european british vegetarianfriendly glutenfreeoptions,CLASSY AND MONEY WELL SPENT Amazing food and always a full glass sushi gravlax roast beef,CLASSY AND MONEY WELL SPENT Amazing food and always a full glass sushi gravlax roast beef european british vegetarianfriendly glutenfreeoptions
Andy's Greek Taverna,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10440481-Reviews-Andy_s_Greek_Taverna-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10440481-Reviews-Andy_s_Greek_Taverna-London_England.html#REVIEWS,££ - £££ Mediterranean Greek Vegetarian Friendly Vegan Options Gluten Free Options,Mediterranean; Greek; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c23-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Very, Very, Vert Good; I had the best lamb in my life!",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10440481-Reviews-Andy_s_Greek_Taverna-London_England.html,4.5,"Search available times for this restaurant; Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,911,“kleftiko”,“greek salad”,“meat meze”,"23 Pratt Street | Camden, London NW1 0BG, England",NW1 0BG,https://media-cdn.tripadvisor.com/media/photo-o/0c/62/cd/4d/andy-s-taverna.jpg,,,mediterranean greek vegetarianfriendly veganoptions glutenfreeoptions,Very Very Vert Good I had the best lamb in my life kleftiko greek salad meat meze,Very Very Vert Good I had the best lamb in my life kleftiko greek salad meat meze mediterranean greek vegetarianfriendly veganoptions glutenfreeoptions
Alexander The Great,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5122082-Reviews-Alexander_The_Great-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5122082-Reviews-Alexander_The_Great-London_England.html#REVIEWS,££ - £££ Mediterranean Greek Vegetarian Friendly Vegan Options Gluten Free Options,Mediterranean; Greek; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c23-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,A London favourite: Incredible food & genu...; A little gem in Camden Town,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5122082-Reviews-Alexander_The_Great-London_England.html,4.5,"Search available times for this restaurant; Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,"1,206",“moussaka”,“mixed meze”,“greek salad”,"8 Plender Street | Bayham Street, London NW1 0JT, England",NW1 0JT,https://media-cdn.tripadvisor.com/media/photo-o/06/0a/f5/58/alexander-the-great.jpg,,,mediterranean greek vegetarianfriendly veganoptions glutenfreeoptions,A London favourite: Incredible food  genu A little gem in Camden Town moussaka mixed meze greek salad,A London favourite: Incredible food  genu A little gem in Camden Town moussaka mixed meze greek salad mediterranean greek vegetarianfriendly veganoptions glutenfreeoptions
Zala grill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12375817-Reviews-Zala_grill-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12375817-Reviews-Zala_grill-London_England.html#REVIEWS,££ - £££ Middle Eastern Israeli Mediterranean Vegetarian Friendly Vegan Options Gluten Free Options,Middle Eastern; Mediterranean; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c30-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Visited on Saturday 5th May; Great kebab,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12375817-Reviews-Zala_grill-London_England.html,5.0,"Search available times for this restaurant; Middle Eastern, Israeli, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options; ""service and food was impeccable and I certainly will be returning""; ""Wonderfull chicken pita""; ""Very tasty and authentic food. The place is at the heart of Camden""",$$ - $$$,131,“hummus”,“chicken”,“skewers”,"Camden Lock Place | Unit 39, London NW1 8AL, England",NW1 8AL,,,,middleeastern mediterranean vegetarianfriendly veganoptions glutenfreeoptions,Visited on Saturday 5th May Great kebab hummus chicken skewers,Visited on Saturday 5th May Great kebab hummus chicken skewers middleeastern mediterranean vegetarianfriendly veganoptions glutenfreeoptions
Kirvem Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12031448-Reviews-Kirvem_Restaurant-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12031448-Reviews-Kirvem_Restaurant-London_England.html#REVIEWS,££ - £££ Mediterranean European Turkish Middle Eastern Vegetarian Friendly Vegan Options Halal Gluten Free Options,Mediterranean; European; Turkish; Middle Eastern; Vegetarian Friendly; Vegan Options; Halal; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10663-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c30-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10751-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Amazing food and service!; Amazing !!!!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12031448-Reviews-Kirvem_Restaurant-London_England.html,5.0,"Mediterranean, European, Turkish, Middle Eastern, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",$$ - $$$,177,“balloon bread”,“kleftiko”,“mixed grill”,"663 Commercial Road, London E14 7LW, England",E14 7LW,https://media-cdn.tripadvisor.com/media/photo-w/12/4f/09/64/we-always-have-room-for.jpg,,,mediterranean european turkish middleeastern vegetarianfriendly veganoptions halal glutenfreeoptions,Amazing food and service Amazing  balloon bread kleftiko mixed grill,Amazing food and service Amazing  balloon bread kleftiko mixed grill mediterranean european turkish middleeastern vegetarianfriendly veganoptions halal glutenfreeoptions
The Lounge Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10519837-Reviews-The_Lounge_Cafe-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10519837-Reviews-The_Lounge_Cafe-London_England.html#REVIEWS,£ British Vegetarian Friendly Vegan Options Gluten Free Options,British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Peter; A lovely start to any morning.....,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10519837-Reviews-The_Lounge_Cafe-London_England.html,5.0,"British, Vegetarian Friendly, Vegan Options, Gluten Free Options",$,81,“brunch”,“soups”,“smoked salmon salad”,"Welford Centre 113 Chalkhill Road | The Welford Centre, London HA9 9FX, England",HA9 9FX,https://media-cdn.tripadvisor.com/media/photo-s/12/ad/2c/1c/photo2jpg.jpg,,,british vegetarianfriendly veganoptions glutenfreeoptions,Peter A lovely start to any morning brunch soups smoked salmon salad,Peter A lovely start to any morning brunch soups smoked salmon salad british vegetarianfriendly veganoptions glutenfreeoptions
Wolkite,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3932437-Reviews-Wolkite-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3932437-Reviews-Wolkite-London_England.html#REVIEWS,£ African Ethiopian Vegetarian Friendly Vegan Options Gluten Free Options,African; Ethiopian; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c1-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10785-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Amazing food, great owner!; Really great",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3932437-Reviews-Wolkite-London_England.html,5.0,"African, Ethiopian, Vegetarian Friendly, Vegan Options, Gluten Free Options",$,423,“kitfo”,“injera”,“flat bread”,"82 Hornsey Road | Next to Emeriates Stadium, London N7 7NN, England",N7 7NN,https://media-cdn.tripadvisor.com/media/photo-w/12/9a/0d/c8/meta-ethiopian-beer.jpg,,,african ethiopian vegetarianfriendly veganoptions glutenfreeoptions,Amazing food great owner Really great kitfo injera flat bread,Amazing food great owner Really great kitfo injera flat bread african ethiopian vegetarianfriendly veganoptions glutenfreeoptions
The Prince of Wales,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2074022-Reviews-The_Prince_of_Wales-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2074022-Reviews-The_Prince_of_Wales-London_England.html#REVIEWS,££ - £££ Bar British Pub Vegetarian Friendly Vegan Options Gluten Free Options,British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Pretty good.; Très bonne adresse,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2074022-Reviews-The_Prince_of_Wales-London_England.html,4.5,"Bar, British, Pub, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,475,“fish and chips”,“sunday roast”,“bangers and mash”,"51 St. Georges Road | Elephant & Castle, London SE1 6ER, England",SE1 6ER,https://media-cdn.tripadvisor.com/media/photo-w/12/b2/a3/00/20180420-181451-largejpg.jpg,,,british vegetarianfriendly veganoptions glutenfreeoptions,Pretty good Très bonne adresse fish and chips sunday roast bangers and mash,Pretty good Très bonne adresse fish and chips sunday roast bangers and mash british vegetarianfriendly veganoptions glutenfreeoptions
Afternoon Tea at Claridge's,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6387666-Reviews-Afternoon_Tea_at_Claridge_s-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6387666-Reviews-Afternoon_Tea_at_Claridge_s-London_England.html#REVIEWS,££££ British Vegetarian Friendly Vegan Options Gluten Free Options,British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Lovely afternoon tea at Claridge's; ... Excellent - Best Afternoon Tea,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6387666-Reviews-Afternoon_Tea_at_Claridge_s-London_England.html,4.5,"British, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$$$,951,“scones”,“finger sandwiches”,“christmas pudding”,"Brook Street | Mayfair, London W1K 4HR, England",W1K 4HR,https://media-cdn.tripadvisor.com/media/photo-s/12/ce/93/99/photo1jpg.jpg,,,british vegetarianfriendly veganoptions glutenfreeoptions,Lovely afternoon tea at Claridge's  Excellent - Best Afternoon Tea scones finger sandwiches christmas pudding,Lovely afternoon tea at Claridge's  Excellent - Best Afternoon Tea scones finger sandwiches christmas pudding british vegetarianfriendly veganoptions glutenfreeoptions
Anjanaas,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2699789-Reviews-Anjanaas-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2699789-Reviews-Anjanaas-London_England.html#REVIEWS,££ - £££ Indian Asian Vegetarian Friendly Vegan Options Gluten Free Options,Indian; Asian; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c24-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Great food and service; Lovely atmosphere, great food",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2699789-Reviews-Anjanaas-London_England.html,4.5,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,349,“masala dosa”,“curry”,“pepper chicken”,"57-59 Willesden Lane | Kilburn, London NW6 7RL, England",NW6 7RL,https://media-cdn.tripadvisor.com/media/photo-w/12/8e/02/98/pilau-rice.jpg,,,indian asian vegetarianfriendly veganoptions glutenfreeoptions,Great food and service Lovely atmosphere great food masala dosa curry pepper chicken,Great food and service Lovely atmosphere great food masala dosa curry pepper chicken indian asian vegetarianfriendly veganoptions glutenfreeoptions
La Trompette,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719657-Reviews-La_Trompette-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719657-Reviews-La_Trompette-London_England.html#REVIEWS,££££ French European Vegetarian Friendly Gluten Free Options Vegan Options,French; European; Vegetarian Friendly; Gluten Free Options; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Lovely food and brilliant service; Reliable restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719657-Reviews-La_Trompette-London_England.html,4.5,"Search available times for this restaurant; French, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",$$$$,910,“suckling pig”,“souffle”,“trompette”,"3-7 Devonshire Road, London W4 2EU, England",W4 2EU,https://media-cdn.tripadvisor.com/media/photo-o/05/71/9e/e7/la-trompette.jpg,,,french european vegetarianfriendly glutenfreeoptions veganoptions,Lovely food and brilliant service Reliable restaurant suckling pig souffle trompette,Lovely food and brilliant service Reliable restaurant suckling pig souffle trompette french european vegetarianfriendly glutenfreeoptions veganoptions
Restaurant Flat Three,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7932677-Reviews-Restaurant_Flat_Three-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7932677-Reviews-Restaurant_Flat_Three-London_England.html#REVIEWS,££££ International Fusion Seafood Contemporary Vegetarian Friendly Vegan Options Gluten Free Options,International; Fusion; Seafood; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c22-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c17-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c33-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Fanastic service, food and ambience; Outstanding",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7932677-Reviews-Restaurant_Flat_Three-London_England.html,5.0,"International, Fusion, Seafood, Contemporary, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$$$,131,“tasting menu”,“scallops”,“sea bass”,"120-122 Holland Park Avenue, London W11 4UA, England",W11 4UA,https://media-cdn.tripadvisor.com/media/photo-s/12/36/6f/e8/hand-blown-zalto-glassware.jpg,,,international fusion seafood vegetarianfriendly veganoptions glutenfreeoptions,Fanastic service food and ambience Outstanding tasting menu scallops sea bass,Fanastic service food and ambience Outstanding tasting menu scallops sea bass international fusion seafood vegetarianfriendly veganoptions glutenfreeoptions
Tom Simmons - Tower Bridge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12556244-Reviews-Tom_Simmons_Tower_Bridge-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12556244-Reviews-Tom_Simmons_Tower_Bridge-London_England.html#REVIEWS,££ - £££ European British Vegetarian Friendly Vegan Options Gluten Free Options,European; British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,High quality; Dinner,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12556244-Reviews-Tom_Simmons_Tower_Bridge-London_England.html,5.0,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,112,“pork belly”,“scallops”,“panna cotta”,"2 Still Walk | 1,Tower Bridge, next to the new Bridge Theatre, London SE1 2RA, England",SE1 2RA,https://media-cdn.tripadvisor.com/media/photo-s/12/78/f5/07/photo6jpg.jpg,,,european british vegetarianfriendly veganoptions glutenfreeoptions,High quality Dinner pork belly scallops panna cotta,High quality Dinner pork belly scallops panna cotta european british vegetarianfriendly veganoptions glutenfreeoptions
Cafe Che-Men,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5448194-Reviews-Cafe_Che_Men-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5448194-Reviews-Cafe_Che_Men-London_England.html#REVIEWS,££ - £££ Cafe European Turkish Middle Eastern Mediterranean Vegetarian Friendly Vegan Options Gluten Free Options Halal,Cafe; European; Turkish; Middle Eastern; Mediterranean; Vegetarian Friendly; Vegan Options; Gluten Free Options; Halal,https://www.tripadvisor.co.uk/Restaurants-g186338-c8-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10663-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c30-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10751-London_England.html,Delicious food; Amazing,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5448194-Reviews-Cafe_Che_Men-London_England.html,5.0,"Cafe, European, Turkish, Middle Eastern, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options, Halal",$$ - $$$,100,“brunch”,“turkish coffee”,“kofte”,"490 Kingsland Road, London E8 4AE, England",E8 4AE,https://media-cdn.tripadvisor.com/media/photo-s/12/8f/17/3b/cafe-che-men.jpg,,,cafe european turkish middleeastern mediterranean vegetarianfriendly veganoptions glutenfreeoptions halal,Delicious food Amazing brunch turkish coffee kofte,Delicious food Amazing brunch turkish coffee kofte cafe european turkish middleeastern mediterranean vegetarianfriendly veganoptions glutenfreeoptions halal
E Pellicci,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d731643-Reviews-E_Pellicci-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d731643-Reviews-E_Pellicci-London_England.html#REVIEWS,£ Italian Cafe British Vegetarian Friendly Vegan Options Gluten Free Options,Italian; Cafe; British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c8-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Great breakfast and genuine atmosphere!; Awesome breakfast,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d731643-Reviews-E_Pellicci-London_England.html,4.5,"Italian, Cafe, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",$,682,“bread pudding”,“cannelloni”,“liver”,"E E 332 Bethnal Green Road, London E2 0AG, England",E2 0AG,https://media-cdn.tripadvisor.com/media/photo-w/0d/e9/45/00/lovely-lasagne.jpg,,,italian cafe british vegetarianfriendly veganoptions glutenfreeoptions,Great breakfast and genuine atmosphere Awesome breakfast bread pudding cannelloni liver,Great breakfast and genuine atmosphere Awesome breakfast bread pudding cannelloni liver italian cafe british vegetarianfriendly veganoptions glutenfreeoptions
Holy Smoke,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7697088-Reviews-Holy_Smoke-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7697088-Reviews-Holy_Smoke-London_England.html#REVIEWS,££ - £££ International Gluten Free Options,International; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c22-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,A real treat!!; Delicious and brilliant experience,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7697088-Reviews-Holy_Smoke-London_England.html,5.0,"International, Gluten Free Options",$$ - $$$,461,“guinea fowl”,“pork belly”,“sweet potato mash”,"21 Leopold Road, London SW19 7BB, England",SW19 7BB,https://media-cdn.tripadvisor.com/media/photo-s/07/9f/e4/9a/king-prawns-literally.jpg,,,international glutenfreeoptions,A real treat Delicious and brilliant experience guinea fowl pork belly sweet potato mash,A real treat Delicious and brilliant experience guinea fowl pork belly sweet potato mash international glutenfreeoptions
Satan's Whiskers,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7727288-Reviews-Satan_s_Whiskers-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7727288-Reviews-Satan_s_Whiskers-London_England.html#REVIEWS,££ - £££ Bar Vegetarian Friendly,Vegetarian Friendly,https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html,great cocktail bar; Excellent cocktails if you can find a s...,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7727288-Reviews-Satan_s_Whiskers-London_England.html,5.0,"Bar, Vegetarian Friendly",$$ - $$$,107,“scotch egg”,“finger food”,“cocktail bar”,"343 Cambridge Heath Road, London E2 9RA, England",E2 9RA,https://media-cdn.tripadvisor.com/media/photo-s/12/6b/90/30/photo1jpg.jpg,,,vegetarianfriendly,great cocktail bar Excellent cocktails if you can find a s scotch egg finger food cocktail bar,great cocktail bar Excellent cocktails if you can find a s scotch egg finger food cocktail bar vegetarianfriendly
